Unnamed: 0,Unnamed: 1,INKAR 2022 – Indikatorenübersicht:   Raumbeobachtung Deutschland,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
4106,16126,Einwohner von 25 bis unter 30 Jahren,Anteil der Einwohner von 25 bis unter 30 Jahren an den Einwohnern in %,E 25 bis < 30 Jahre <Zeitpunkt> / E <Zeitpunkt> x 100,"Der Indikator kann Hinweise auf das Erwerbspotenzial jüngerer Erwerbsfähiger, ohne Berücksichtigung der tatsächlichen Erwerbsmöglichkeiten und Erwerbswünsche geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4107,16146,Einwohner von 30 bis unter 50 Jahren,Anteil der Einwohner von 30 bis unter 50 Jahren an den Einwohnern in %,E 30 bis < 50 Jahre <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die i.d.R. im Erwerbsleben stehende Bevölkerung. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4108,16147,Einwohner von 50 bis unter 65 Jahren,Anteil der Einwohner von 50 bis unter 65 Jahren an den Einwohnern in %,E 50 bis < 65 Jahre <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die älteren Erwerbsfähigen. Der Indikator kann Hinweise auf das Erwerbspotenzial älterer Erwerbsfähiger geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4109,16886,Einwohner von 65 bis unter 75 Jahren,Anteil der Einwohner von 65 bis unter 75 Jahren an den Einwohnern in %,E 65 bis < 75 Jahre <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die jüngeren i.d.R. nicht mehr im Erwerbsleben Stehenden. Der Indikator kann Hinweise auf den spezifischen Infrastrukturbedarf (ambulante, teilstationäre und stationäre Altenhilfe und Altenpflege) dieser Altersgruppe sowie die Nachfrage für diese Infrastruktur geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4110,16926,Einwohner von 75 bis unter 85 Jahren,Anteil der Einwohner von 75 bis unter 85 Jahren an den Einwohnern in %,E 75 bis < 85 Jahre <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die älteren nicht mehr im Erwerbsleben Stehenden. Der Indikator kann Hinweise auf den spezifischen Infrastrukturbedarf (ambulante, teilstationäre und stationäre Altenhilfe und Altenpflege) dieser Altersgruppe sowie die Nachfrage für diese Infrastruktur geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,2011-2020
4111,14688,Einwohner 65 Jahre und älter,Anteil der Einwohner 65 Jahre und älter an den Einwohnern in %,E 65 Jahre und älter <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die i.d.R. nicht mehr im Erwerbsleben Stehenden. Der Indikator kann Hinweise auf den spezifischen Infrastrukturbedarf (ambulante, teilstationäre und stationäre Altenhilfe und Altenpflege) dieser Altersgruppe sowie die Nachfrage für diese Infrastruktur geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4112,14706,Einwohner 75 Jahre und älter,Anteil der Einwohner 75 Jahre und älter an den Einwohnern in %,E 75 Jahre und älter <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die ältesten Personen der Gesellschaft. Der Indikator kann Hinweise auf den spezifischen Infrastrukturbedarf (ambulante, teilstationäre und stationäre Altenhilfe und Altenpflege) dieser Altersgruppe sowie die Nachfrage für diese Infrastruktur geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4113,16929,Einwohner 85 Jahre und älter,Anteil der Einwohner 85 Jahre und älter an den Einwohnern in %,E 85 Jahre und älter <Zeitpunkt> / E <Zeitpunkt> x 100,"Die Altersgruppe umfasst die ältesten Personen der Gesellschaft. Der Indikator kann Hinweise auf den spezifischen Infrastrukturbedarf (ambulante, teilstationäre und stationäre Altenhilfe und Altenpflege) dieser Altersgruppe sowie die Nachfrage für diese Infrastruktur geben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,2011-2020
4114,16826,Weibliche Einwohner von 18 bis unter 25 Jahren,Anteil der weiblichen Einwohner von 18 bis unter 25 Jahren an den Einwohnern dieser Altersgruppe in %,Weibl. E 18 bis < 25 Jahre <Zeitpunkt> / E insgesamt 18 bis < 25 Jahre <Zeitpunkt> x 100,"Anteil der Frauen unter allen Jugendlichen und jungen Erwachsenen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4115,16846,Weibliche Einwohner von 25 bis unter 30 Jahren,Anteil der weiblichen Einwohner von 25 bis unter 30 Jahren an den Einwohnern dieser Altersgruppe in %,Weibl. E 25 bis < 30 Jahre <Zeitpunkt> / E insgesamt 25 bis < 30 Jahre <Zeitpunkt>  x 100,"Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4116,16906,Weibliche Einwohner von 65 bis unter 75 Jahren,Anteil der weiblichen Einwohner von 65 bis unter 75 Jahren an den Einwohnern dieser Altersgruppe in %,Weibl. E 65 bis < 75 Jahre <Zeitpunkt> / E insgesamt 65 bis < 75 Jahre <Zeitpunkt>,"Anteil von Frauen unter den jüngeren i.d.R. nicht mehr im Erwerbsleben Stehenden. Die Geschlechtsdifferenzierung dieses Indikators deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4117,16931,Weibliche Einwohner von 75 bis unter 85 Jahren,Anteil der weiblichen Einwohner von 75 bis unter 85 Jahren an den Einwohnern dieser Altersgruppe in %,Weibl. E 75 bis < 85 Jahre <Zeitpunkt> / E insgesamt 75 bis < 85 Jahre <Zeitpunkt> x 100,"Anteil von Frauen unter den älteren nicht mehr im Erwerbsleben Stehenden. Die Geschlechtsdifferenzierung dieses Indikators deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,2011-2020
4118,16866,Weibliche Einwohner 65 Jahre und älter,Anteil der weiblichen Einwohner 65 Jahre und älter an den Einwohnern dieser Altersgruppe in %,Weibl. E 65 Jahre und älter <Zeitpunkt> / E insgesamt 65 Jahre und älter <Zeitpunkt>  x 100,"Anteil von Frauen unter allen i.d.R. nicht mehr im Erwerbsleben Stehenden. Die Geschlechtsdifferenzierung dieses Indikators deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4119,16167,Weibliche Einwohner 75 Jahre und älter,Anteil der weiblichen Einwohner 75 Jahre und älter an den Einwohnern dieser Altersgruppe in %,Weibl. E 75 Jahre und älter <Zeitpunkt> / E insgesamt 75 Jahre und älter <Zeitpunkt> x 100,"Anteil der Frauen unter allen mindestens 75-Jährigen. Die Geschlechtsdifferenzierung dieses Indikators deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
4120,16932,Weibliche Einwohner 85 Jahre und älter,Anteil der weiblichen Einwohner 85 Jahre und älter an den Einwohnern dieser Altersgruppe in %,Weibl. E 85 Jahre und älter <Zeitpunkt> / E  insgesamt 85 Jahre und älter <Zeitpunkt> x 100,"Anteil von Frauen unter den ältesten Personen der Gesellschaft. Die Geschlechtsdifferenzierung dieses Indikators deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,2011-2020
4121,16933,Durchschnittsalter der Bevölkerung,Durchschnittsalter der Bevölkerung in Jahren,(Summe (Mittelwert der Altersklasse x E der jeweiligen Altersklasse <Zeitpunkt>)) / E <Zeitpunkt>,"Das Durchschnittsalter beschreibt das durchschnittliche Lebensalter eines definierten Personenkreises (hier der Bevölkerung insgesamt) als arithmetisches Mittel des Alters aller Personen zu einem bestimmten Zeitpunkt. Das Durchschnittsalter ist abhängig von der Alters- und Geschlechterstruktur der betrachteten Personengruppe, also vom Verhältnis männlicher und weiblicher Personen in den einzelnen Altersgruppen sowie dem Verhältnis einzelner Altersgruppen zu der gesamten Gruppe. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,x,,2001-2020,1995-2020
,,Bevölkerung – Bevölkerungsstruktur,,,,,,,,
4201,16944,Eheschließungen,Eheschließungen je 1.000 Einwohner 18 Jahre und älter,Eheschließungen <Zeitraum> x 1.000 / E 18 Jahre und älter <Zeitpunkt>,"Eheschließungen sind alle standesamtlichen Trauungen, die in Deutschland registriert wurden sowie Eheschließungen von Deutschen im Ausland, sofern diese im zuständigen Standesamt am Wohnsitz der Eheschließenden nachbeurkundet wurden. Die regionale Zuordnung der Eheschließungen erfolgt nach dem Ort ihrer Registrierung, d.h. nach dem Standesamt, vor dem die Ehe geschlossen und beurkundet wurde. Die Statistiken der Eheschließungen und der rechtskräftigen Urteile in Ehesachen liefern die demographischen Basisinformationen zum Eheschließungsverhalten, zur Beurteilung des Scheidungsverhaltens und der Auswirkungen der Scheidungen. Bei beiden Statistiken handelt es sich um Vollerhebungen mit Auskunftspflicht. Der Indikator wird durch die Altersstruktur der Bevölkerung beeinflusst. Ab 2018 sind gleichgeschlechtliche Eheschließungen enthalten. Bei der Bezugsgröße der mindestens 18-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Eheschließungen des Bundes und der Länder,,x,,2015-2020
4202,16943,Ehescheidungen,Ehescheidungen je 1.000 Einwohner 18 Jahre und älter,Ehescheidungen <Zeitraum> x 1.000 / E 18 Jahre und älter <Zeitpunkt>,"Für die Statistik der Ehescheidungen werden die Angaben in den Geschäftsstellen der Familiengerichte auf Grund der Gerichtsakten gemacht. Erhebungsunterlagen sind – auch in elektronischer Form erstellte - Belege, die in der Geschäftsstelle des Familiengerichts bearbeitet und an das zuständige statistische Landesamt übermittelt werden. Die Statistiken der Eheschließungen und der rechtskräftigen Urteile in Ehesachen liefern die demographischen Basisinformationen zum Eheschließungsverhalten, zur Beurteilung des Scheidungsverhaltens und der Auswirkungen der Scheidungen. Wird durch die Altersstruktur der Bevölkerung beeinflusst. Bei der Bezugsgröße der mindestens 18-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik rechtskräftiger Urteile in Ehesachen des Bundes und der Länder,,x,,2003-2020
4203,14707,Ausländeranteil,Anteil der Ausländer an den Einwohnern in %,Ausländer <Zeitpunkt> / E <Zeitpunkt> x 100,"Zu Ausländern zählen auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Personen, die sowohl die deutsche als auch eine andere Staatsangehörigkeit haben, gelten als deutsche Staatsangehörige. Mitglieder der Stationierungsstreitkräfte und der diplomatischen/konsularischen Vertretungen und ihre Familienangehörigen werden statistisch nicht erfasst. Seit dem 1.1.2000 erwerben Kinder ausländischer Eltern die deutsche Staatsangehörigkeit, wenn ein Elternteil seit acht Jahren seinen gewöhnlichen Aufenthalt in Deutschland hat und eine Aufenthaltsberechtigung oder seit drei Jahren eine unbefristete Aufenthaltserlaubnis besitzt. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Stichtag 31.12. ",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,1995-2020
4204,16942,Ausländerinnen,Anteil der weiblichen Ausländer an den Ausländern in %,Ausländerinnen <Zeitpunkt> / Ausländer insgesamt <Zeitpunkt> x 100,"Zu Ausländern zählen auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Personen, die sowohl die deutsche als auch eine andere Staatsangehörigkeit haben, gelten als deutsche Staatsangehörige. Mitglieder der Stationierungsstreitkräfte und der diplomatischen/konsularischen Vertretungen und ihre Familienangehörigen werden statistisch nicht erfasst. Seit dem 1.1.2000 erwerben Kinder ausländischer Eltern die deutsche Staatsangehörigkeit, wenn ein Elternteil seit acht Jahren seinen gewöhnlichen Aufenthalt in Deutschland hat und eine Aufenthaltsberechtigung oder seit drei Jahren eine unbefristete Aufenthaltserlaubnis besitzt. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Stichtag 31.12. ",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,x,,1995-2020
