,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
458,Zentrale Orte Monitoring,Oberlandesgerichte,Anzahl Oberlandesgerichte,"Oberlandesgerichte zählen zur Ordentlichen Gerichtsbarkeit und sind deren höchste Instanz. Sie sind zuständig für Zivil- und Strafsachen sowie länderspezifische Rechtsangelegenheiten. Der Bundesgerichtshof (BGH) in Karlsruhe zählt zu den Oberlandesgerichten, ebenso das Berliner Kammergericht sowie das Bayerische Oberste Landesgericht. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.",POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Oberlandesgerichten,Aantal Oberlandesgerichten,"Oberlandesgerichten behoren tot de ordelijke rechtspraak en zijn hun hoogste instantie. Zij zijn bevoegd voor burgerlijke en strafzaken en voor landspecifieke rechtszaken. Het Bundesgerichtshof (BBH) in Karlsruhe behoort tot de Oberlandesgerichten, evenals het Berlijnse Kamergerecht en het Bayerische Opperste Landesgericht. De gegevens op gemeenteniveau zijn afkomstig uit de 'Points of Interest' (POI) databank van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
459,Zentrale Orte Monitoring,Nebenstelle eines Oberlandesgerichts,Anzahl der Nebenstellen von Oberlandesgerichten,Organisatorisch und funktional eigenständige Außen- und Nebenstellen eines Oberlandesgerichtes an anderen Standorten aber auch am selben Standort innerhalb eines Oberlandesgerichtes werden als Nebenstelle geführt. Dazu zählen etwa organisatorisch eigenständige Segmente eines Oberlandesgerichtes (z.B. Auswärtige Strafkammern) und der Sitz des BGH in Leipzig. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.,POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Bijkantoor van een Oberlandesgericht,Aantal nevenkantoren van Oberlandesgerichten,"Organisatorisch en functioneel onafhankelijke buiten- en nevenkantoren van een Oberlandesgericht op andere locaties, maar ook op dezelfde locatie binnen een Oberlandesgericht, worden als nevenpost geleid. Hieronder vallen bijvoorbeeld organisatorisch afzonderlijke segmenten van een Oberlandesgericht (bv. strafkamers voor extern optreden) en de zetel van het GH in Leipzig. De gegevens op gemeentelijk niveau zijn afkomstig uit de 'Points of Interest' (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
460,Zentrale Orte Monitoring,sozialversicherungspflichtig Beschäftigte am Arbeitsort,Anzahl Beschäftigte am Arbeitsort,"Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur rund 70% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Arbeitsort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Werknemers die verplicht zijn tot sociale verzekering op de arbeidsplaats,Aantal werknemers op de arbeidsplaats,"Werknemers in de sociale zekerheid = (werknemers en zelfstandigen en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering), d.w.z. zonder rekening te houden met ambtenaren, zelfstandigen, meewerkende gezinsleden, kleine werknemers, die slechts ongeveer 70% van alle werknemers in dienst hebben.",Werknemersstatistieken van het Bundes Agency für Arbeit
461,Zentrale Orte Monitoring,sozialversicherungspflichtig Beschäftigte am Wohnort,Anzahl Beschäftigte am Wohnort,"Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur rund 70% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Wohnort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Werknemers die verplicht zijn tot sociale verzekering in de woonplaats,Aantal werknemers in de woonplaats,"Werknemers in de sociale zekerheid = (werknemers en zelfstandigen en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering), d.w.z. zonder rekening te houden met ambtenaren, zelfstandigen, meewerkende gezinsleden, kleine werknemers, die slechts ongeveer 70% van alle werknemers in dienst hebben.",Werknemersstatistieken van het Bundes Agency für Arbeit
462,Zentrale Orte Monitoring,Beschäftigtendichte (AO),sv Beschäftigte am AO <Zeitpunkt> x 1000 / E <Zeitpunkt>,"Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur rund 70% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Arbeitsort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Aantal werknemers (AO),sv werknemers op de AO <tijdpunt> x 1000 / E <tijdpunt>,"Werknemers in de sociale zekerheid = (werknemers en zelfstandigen en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering), d.w.z. zonder rekening te houden met ambtenaren, zelfstandigen, meewerkende gezinsleden, kleine werknemers, die slechts ongeveer 70% van alle werknemers in dienst hebben.",Werknemersstatistieken van het Bundes Agency für Arbeit
463,Zentrale Orte Monitoring,Beschäftigtendichte (WO),sv Beschäftigte am WO <Zeitpunkt> x 1000 / E <Zeitpunkt>,"Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur rund 70% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Wohnort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Aantal werknemers (WO),sv werknemers op de WO <tijdpunt> x 1000 / E <tijdpunt>,"Werknemers in de sociale zekerheid = (werknemers en zelfstandigen en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering), d.w.z. zonder rekening te houden met ambtenaren, zelfstandigen, meewerkende gezinsleden, kleine werknemers, die slechts ongeveer 70% van alle werknemers in dienst hebben.",Werknemersstatistieken van het Bundes Agency für Arbeit
464,Zentrale Orte Monitoring,sozialversicherungspflichtig Beschäftigte Einpendler,Anzahl Einpendler,"Pendlerdaten (nur Berufspendler, keine Ausbildungs- und Freizeitpendler), die aus einer Auswertung der BA-Statistik der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen werden. Indikator für unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Socialezekerheidsplichtige werknemers Inpendent,Aantal insulten,"Gegevens over pendelaars (alleen beroepspendelaars, geen opleidings- en vrijetijdspendelaars) verkregen uit een analyse van de BA-statistieken van werknemers die verplicht zijn tot sociale verzekering naar woon- en werklocatie. Indicator van het verschil in belang van de ruimte-eenheden als woon- of werklocatie.",Werknemersstatistieken van het Bundes Agency für Arbeit
465,Zentrale Orte Monitoring,sozialversicherungspflichtig Beschäftigte Auspendler,Anzahl Auspendler,"Pendlerdaten (nur Berufspendler, keine Ausbildungs- und Freizeitpendler), die  aus einer Auswertung der BA-Statistik der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen werden. Indikator für unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Socialezekerheidsplichtige werknemers Uitzendkrachten,Aantal expeditieders,"Gegevens over pendelaars (alleen beroepspendelaars, geen opleidings- en vrijetijdspendelaars) verkregen uit een analyse van de BA-statistieken van werknemers die verplicht zijn tot sociale verzekering naar woon- en werklocatie. Indicator van het verschil in belang van de ruimte-eenheden als woon- of werklocatie.",Werknemersstatistieken van het Bundes Agency für Arbeit
466,Zentrale Orte Monitoring,sozialversicherungspflichtig Beschäftigte Binnenpendler,,,,Gecentraliseerde locaties Monitoring,Socialezekerheidsplichtige werknemers Binnenpendels,,,
467,Zentrale Orte Monitoring,Pendlersaldo,Einpendler <Zeitpunkt> - Auspendler <Zeitpunkt>) / sv Beschäftigte am AO <Zeitpunkt> x 100,"Pendlerdaten (nur Berufspendler, keine Ausbildungs- und Freizeitpendler), die  aus einer Auswertung der BA-Statistik der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen werden. Indikator für unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur rund 70% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Arbeitsort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Pendelsaldo,Inpendant <Tijdpunt> - Uitpendel <Tijdpunt>) / sv Werknemers op de AO <Tijdpunt> x 100,"De gegevens van de pendelaars (alleen beroepspendelaars, geen opleidings- en vrijetijdspendelaars) die worden verkregen uit een analyse van de BA-statistieken van de sociale zekerheidsplichtige werknemers naar woon- en werklocatie. Indicator van het verschil in belang van de woon- of werkruimteeenheden. Sociale zekerheidsplichtige werknemers = (werknemers en werknemers en personen in beroepsopleidingen die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering), d.w.z. zonder rekening te houden met ambtenaren, zelfstandigen, medewerkende gezinsleden, kleine werknemers. Dit betekent in totaal slechts ongeveer 70% van alle werknemers. Ondanks deze beperking worden de werknemers die een sociale verzekering hebben, gebruikt als maatstaf van de werkgelegenheid die beschikbaar is voor de arbeidsmarkt. Het gaat om SV-werknemers op de werkplek.",Werknemersstatistieken van het Bundes Agency für Arbeit
468,Zentrale Orte Monitoring,Arbeitsplatzzentralität,sv Beschäftigte am AO <Zeitpunkt> / sv Beschäftigte am WO <Zeitpunkt>,,Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Centraliteit op het werk,sv werknemers op de AO <tijdpunt> / sv werknemers op de WO < tijdpunt>,,Werknemersstatistieken van het Bundes Agency für Arbeit
469,Zentrale Orte Monitoring,Arbeitslosigkeit,Arbeitslose <Zeitpunkt>  / Erwerbsfähige Bevölkerung (15 bis unter 65 Jahre) <Zeitpunkt> * 100,,Beschäftigtenstatistik der Bundesagentur für Arbeit,Gecentraliseerde locaties Monitoring,Werkloosheid,Werklozen <Tijdpunt> / In aanmerking komende bevolking (15 tot minder dan 65 jaar) <Tijdpunt> * 100,,Werknemersstatistieken van het Bundes Agency für Arbeit
470,Zentrale Orte Monitoring,ÖV-Haltestellen,Anzahl ÖV-Haltestellen insg.,alle Haltestellen des Öffentlichen Nahverkehrs,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktags / Stand: 2020",Gecentraliseerde locaties Monitoring,O &amp; O-stations,Totaal aantal OV-stations,Alle haltes van het openbaar vervoer,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
471,Zentrale Orte Monitoring,Bahnhaltestellen,Anzahl  Bahnhaltestellen,"Haltestellen für ICE, IC, EC, Regionalverkehr","HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,Treinhaltes,Aantal haltes,"Haltes voor ICE, IC, EC, regionaal vervoer","HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
472,Zentrale Orte Monitoring,Bushaltestellen,Anzahl Bushaltestellen,Haltestellen für Busse des Öffentlichen Nahverkehrs,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,Bushaltes,Aantal bushaltes,Stopplaatsen voor openbaar vervoer,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
473,Zentrale Orte Monitoring,U-/Strassenbahnhaltestellen,Anzahl U-/Strassenbahnhaltestellen,Haltestellen für U- und S-Bahnen,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,Metro- en tramhaltes,Aantal metro-/spoorhaltes,haltes voor metro's en metro's,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
474,Zentrale Orte Monitoring,hochfrequentierte ÖV-Haltestellen,Anzahl hochfrequentierter ÖV-Haltestellen,Anzahl der Haltestellen des öffentlichen Nahverkehrs insgesamt mit einem Mindestangebot von 28 Abfahrten an einem Werktag.,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,Hooggefrequenteerde halteplaatsen voor het openbaar vervoer,Aantal hooggeplaatste OV-haltes,Aantal haltes van het openbaar vervoer in totaal met een minimum van 28 afdalingen op een werkdag.,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
475,Zentrale Orte Monitoring,hochfrequentierte Bahnhaltestellen,Anzahl hochfrequentierter Bahnhaltestellen,Anzahl der Bahnhaltestellen mit einem Mindestangebot von 28 Abfahrten im Bahnverkehr an einem Werktag,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,Havens met hoge snelheid,Aantal sterk gefrequenteerde haltes,Aantal haltes met een minimum van 28 treinritten per werkdag,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
476,Zentrale Orte Monitoring,hochfrequentierte Bushaltestellen,Anzahl hochfrequentierter Bushaltestellen,Anzahl der Bushaltestellen mit einem Mindestangebot von 28 Abfahrten im Busverkehr an einem Werktag,"HaCon Ingenieurgesellschaft mbH, Fahrplanabfrage Werktag / Stand: 2020",Gecentraliseerde locaties Monitoring,High-frequente bushaltes,Aantal zeer drukke bushaltes,Aantal bushaltes met een minimum van 28 busritten per werkdag,"HaCon Ingenieursgesellschaft mbH, Routekaartvraag werkdagen / Stand van zaken: 2020"
